Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Centralized Norm Enforcement in Mixed-Motive Multiagent Reinforcement Learning,"Coordination, Organizations, Institutions, Norms, and Ethics for Governance of Multi-Agent Systems XV",,,,10.1007/978-3-031-20845-4_8,Rafael M. CheangAnarosa A. F. BrandãoJaime S. Sichman,2022,https://link.springer.com/chapter/10.1007/978-3-031-20845-4_8,Conference paper
Trust Model for a Multi-agent Based Simulation of Local Energy Markets,"Highlights in Practical Applications of Agents, Multi-Agent Systems, and Trust-worthiness. The PAAMS Collection",,,,10.1007/978-3-030-51999-5_15,Rui AndradeTiago PintoIsabel Praça,2020,https://link.springer.com/chapter/10.1007/978-3-030-51999-5_15,Conference paper
A modified firefly algorithm applying on multi-objective radial-based function for blasting,Neural Computing and Applications,,,,10.1007/s00521-021-06544-z,Abbas Abbaszadeh ShahriMohammad Khorsand ZakHossein Abbaszadeh Shahri,2021,https://link.springer.com/article/10.1007/s00521-021-06544-z,Article
On-line estimators for ad-hoc task execution: learning types and parameters of teammates for effective teamwork,Autonomous Agents and Multi-Agent Systems,,,,10.1007/s10458-022-09571-9,Elnaz Shafipour YourdshahiMatheus Aparecido do Carmo AlvesAmokh VarmaLeandro Soriano MarcolinoJó UeyamaPlamen Angelov,2022,https://link.springer.com/article/10.1007/s10458-022-09571-9,Article
Simulation for labor market using a multi-agent model toward validation of the Amended Labor Contract Act,Artificial Life and Robotics,,,,10.1007/s10015-022-00764-9,Makoto NakamuraShingo HagiwaraRyuichi Matoba,2022,https://link.springer.com/article/10.1007/s10015-022-00764-9,Article
On Numerical 2D P Colonies with the Blackboard and the Gray Wolf Algorithm,Membrane Computing,,,,10.1007/978-3-030-77102-7_10,Daniel ValentaMiroslav LangerLucie CiencialováLuděk Cienciala,2021,https://link.springer.com/chapter/10.1007/978-3-030-77102-7_10,Conference paper
A comprehensive survey on the sine–cosine optimization algorithm,Artificial Intelligence Review,,,,10.1007/s10462-022-10277-3,Rizk M. Rizk-AllahAboul Ella Hassanien,2022,https://link.springer.com/article/10.1007/s10462-022-10277-3,Article
Enabling BDI group plans with coordination middleware: semantics and implementation,Autonomous Agents and Multi-Agent Systems,,,,10.1007/s10458-021-09525-7,Stephen Cranefield,2021,https://link.springer.com/article/10.1007/s10458-021-09525-7,Article
Opponent learning awareness and modelling in multi-objective normal form games,Neural Computing and Applications,,,,10.1007/s00521-021-06184-3,Roxana RădulescuTimothy VerstraetenYijie ZhangPatrick MannionDiederik M. RoijersAnn Nowé,2021,https://link.springer.com/article/10.1007/s00521-021-06184-3,Article
Free-Floating Carsharing in SimFleet,Intelligent Data Engineering and Automated Learning – IDEAL 2020,,,,10.1007/978-3-030-62362-3_20,Pasqual MartíJaume JordánJavier PalancaVicente Julian,2020,https://link.springer.com/chapter/10.1007/978-3-030-62362-3_20,Conference paper
"Have a Break from Making Decisions, Have a MARS: The Multi-valued Action Reasoning System",Artificial Intelligence XXXIX,,,,10.1007/978-3-031-21441-7_31,Cosmin Badea,2022,https://link.springer.com/chapter/10.1007/978-3-031-21441-7_31,Conference paper
Explainable Agents for Less Bias in Human-Agent Decision Making,"Explainable, Transparent Autonomous Agents and Multi-Agent Systems",,,,10.1007/978-3-030-51924-7_8,Avleen MalhiSamanta KnapicKary Främling,2020,https://link.springer.com/chapter/10.1007/978-3-030-51924-7_8,Conference paper
Partial Swarm SLAM for&#xa0;Intelligent Navigation,"Advances in Practical Applications of Agents, Multi-Agent Systems, and Complex Systems Simulation. The PAAMS Collection",,,,10.1007/978-3-031-18192-4_35,Jawad N. YasinHuma MahboobSuvi JokinenHashem HaghbayanMuhammad Mehboob YasinJuha Plosila,2022,https://link.springer.com/chapter/10.1007/978-3-031-18192-4_35,Conference paper
Controllability of Some Special Topologies with Time-Delays,Bio-inspired Computing: Theories and Applications,,,,10.1007/978-981-15-3415-7_5,Yaoyao PingNingsheng XuJiahui BaiXue Lu,2020,https://link.springer.com/chapter/10.1007/978-981-15-3415-7_5,Conference paper
Interdependence as the key for an ethical artificial autonomy,AI & SOCIETY,,,,10.1007/s00146-021-01313-x,Filippo PiancaVieri Giuliano Santucci,2022,https://link.springer.com/article/10.1007/s00146-021-01313-x,Article
Fuzzy-based hunger games search algorithm for global optimization and feature selection using medical data,Neural Computing and Applications,,,,10.1007/s00521-022-07916-9,Essam H. HousseinMosa E. HosneyWaleed M. MohamedAbdelmgeid A. AliEman M. G. Younis,2022,https://link.springer.com/article/10.1007/s00521-022-07916-9,Article
An opponent-adaptive strategy to increase utility and fairness in agents’ negotiation,Applied Intelligence,,,,10.1007/s10489-021-02638-2,Sahar MirzayiFattaneh TaghiyarehFaria Nassiri-Mofakham,2021,https://link.springer.com/article/10.1007/s10489-021-02638-2,Article
MLFC: From 10 to 50 Planners in the Multi-Agent Programming Contest,The Multi-Agent Programming Contest 2021,,,,10.1007/978-3-030-88549-6_4,Rafael C. CardosoAngelo FerrandoFabio PapacchiniMatt LuckcuckSven LinkerTerry R. Payne,2021,https://link.springer.com/chapter/10.1007/978-3-030-88549-6_4,Conference paper
Preference communication in multi-objective normal-form games,Neural Computing and Applications,,,,10.1007/s00521-022-07533-6,Willem RöpkeDiederik M. RoijersAnn NowéRoxana Rădulescu,2022,https://link.springer.com/article/10.1007/s00521-022-07533-6,Article
Absent Subsequences in Words,Reachability Problems,,,,10.1007/978-3-030-89716-1_8,Maria KoscheTore KoßFlorin ManeaStefan Siemer,2021,https://link.springer.com/chapter/10.1007/978-3-030-89716-1_8,Conference paper
Software Agents Meet Heterogeneous Ecosystems of Services and Resources for Controlling the Internet of Things,Applied Technologies,,,,10.1007/978-3-030-42517-3_3,Pablo Pico-ValenciaJuan A. Holgado-TerrizaEvelin Flores-García,2020,https://link.springer.com/chapter/10.1007/978-3-030-42517-3_3,Conference paper
Artificial Intelligence Methods to Solve Energy Transmission Problems Through Data Analysis from Different Data Sources,Applied Computer Sciences in Engineering,,,,10.1007/978-3-031-20611-5_11,Juan Carlos CarreñoAdriana Marcela VegaAlvaro Espinel,2022,https://link.springer.com/chapter/10.1007/978-3-031-20611-5_11,Conference paper
Multi-Agent Programming Contest 2019 FIT BUT Team Solution,The Multi-Agent Programming Contest 2019,,,,10.1007/978-3-030-59299-8_3,Vaclav UhlirFrantisek ZborilFrantisek Vidensky,2020,https://link.springer.com/chapter/10.1007/978-3-030-59299-8_3,Conference paper
RT-BDI: A Real-Time BDI Model,"Advances in Practical Applications of Agents, Multi-Agent Systems, and Trustworthiness. The PAAMS Collection",,,,10.1007/978-3-030-49778-1_2,Francesco AlzettaPaolo GiorginiMauro MarinoniDavide Calvaresi,2020,https://link.springer.com/chapter/10.1007/978-3-030-49778-1_2,Conference paper
Formal Verification of Multi-agent Plans for Vehicle Platooning,"Context-Aware Systems and Applications, and Nature of Computation and Communication",,,,10.1007/978-3-030-67101-3_1,Thao Nguyen VanKurt Geihs,2021,https://link.springer.com/chapter/10.1007/978-3-030-67101-3_1,Conference paper
From computerised thing to digital being: mission (Im)possible?,AI & SOCIETY,,,,10.1007/s00146-020-01051-6,Julija KiršienėEdita GruodytėDarius Amilevičius,2020,https://link.springer.com/article/10.1007/s00146-020-01051-6,Article
Crafting Interactive Narrative Games with Adversarial Planning Agents from Simulations,Interactive Storytelling,,,,10.1007/978-3-030-62516-0_4,Chris MillerMayank DigheChris MartensArnav Jhala,2020,https://link.springer.com/chapter/10.1007/978-3-030-62516-0_4,Conference paper
"Multi-agent Epistemic Planning with Inconsistent Beliefs, Trust and Lies",PRICAI 2021: Trends in Artificial Intelligence,,,,10.1007/978-3-030-89188-6_44,Francesco FabianoAlessandro BuriganaAgostino DovierEnrico PontelliTran Cao Son,2021,https://link.springer.com/chapter/10.1007/978-3-030-89188-6_44,Conference paper
Improving Confidence in the Estimation of Values and Norms,"Coordination, Organizations, Institutions, Norms, and Ethics for Governance of Multi-Agent Systems XIII",,,,10.1007/978-3-030-72376-7_6,Luciano Cavalcante SiebertRijk MercuurVirginia DignumJeroen van den HovenCatholijn Jonker,2021,https://link.springer.com/chapter/10.1007/978-3-030-72376-7_6,Conference paper
MAS4GC: Multi-agent System for Glycemic Control of Intensive Care Unit Patients,Intelligent Systems,,,,10.1007/978-3-030-91702-9_5,Tiago Henrique Faccio SegatoRafael Moura da Silva SerafimSérgio Eduardo Soares FernandesCélia Ghedini Ralha,2021,https://link.springer.com/chapter/10.1007/978-3-030-91702-9_5,Conference paper
Multiagent Pickup and&#xa0;Delivery for&#xa0;Capacitated Agents,"Advances in Practical Applications of Agents, Multi-Agent Systems, and Complex Systems Simulation. The PAAMS Collection",,,,10.1007/978-3-031-18192-4_7,Evren ÇildenFaruk Polat,2022,https://link.springer.com/chapter/10.1007/978-3-031-18192-4_7,Conference paper
From Programming Agents to Educating Agents – A Jason-Based Framework for&#xa0;Integrating Learning in the Development of&#xa0;Cognitive Agents,Engineering Multi-Agent Systems,,,,10.1007/978-3-030-51417-4_9,Michael BoselloAlessandro Ricci,2020,https://link.springer.com/chapter/10.1007/978-3-030-51417-4_9,Conference paper
Continual Learning for Object Classification: A Modular Approach,"Universal Access in Human-Computer Interaction. Access to Media, Learning and Assistive Environments",,,,10.1007/978-3-030-78095-1_39,Daniel TurnerPedro J. S. CardosoJoão M. F. Rodrigues,2021,https://link.springer.com/chapter/10.1007/978-3-030-78095-1_39,Conference paper
An Efficient High-dimensional Feature Selection Approach Driven By Enhanced Multi-strategy Grey Wolf Optimizer for Biological Data Classification,Neural Computing and Applications,,,,10.1007/s00521-022-07836-8,Majdi MafarjaThaer ThaherJingwei TooHamouda ChantarHamza TurabiehEssam H. HousseinMarwa M. Emam,2022,https://link.springer.com/article/10.1007/s00521-022-07836-8,Article
The Roles of Instructional Agents in Human-Agent Interaction Within Serious Games,"HCI International 2022 - Late Breaking Papers. Interaction in New Media, Learning and Games",,,,10.1007/978-3-031-22131-6_47,Mohammadamin SanaeiStephen B. GilbertMichael C. Dorneich,2022,https://link.springer.com/chapter/10.1007/978-3-031-22131-6_47,Conference paper
Segment Based Approach to Travelling Salesman Problem,Computational Collective Intelligence,,,,10.1007/978-3-031-16014-1_54,Andrzej Siemiński,2022,https://link.springer.com/chapter/10.1007/978-3-031-16014-1_54,Conference paper
Embedding Values in Artificial Intelligence (AI) Systems,Minds and Machines,,,,10.1007/s11023-020-09537-4,Ibo van de Poel,2020,https://link.springer.com/article/10.1007/s11023-020-09537-4,Article
Towards the&#xa0;Application of&#xa0;Multi-Agent Task Allocation to&#xa0;Hygiene Tasks in&#xa0;the&#xa0;Food Production Industry,"Highlights in Practical Applications of Agents, Multi-Agent Systems, and Complex Systems Simulation. The PAAMS Collection",,,,10.1007/978-3-031-18697-4_1,Amie OwenHelen HarmanElizabeth I. Sklar,2022,https://link.springer.com/chapter/10.1007/978-3-031-18697-4_1,Conference paper
Sequencing Through a Global Decision Instance Based on a Neural Network,Product Lifecycle Management. Green and Blue Technologies to Support Smart and Sustainable Organizations,,,,10.1007/978-3-030-94335-6_24,Thomas DasbachJohannes OlbortFelix WenkReiner Ander,2022,https://link.springer.com/chapter/10.1007/978-3-030-94335-6_24,Conference paper
Design and Evaluations of Multi-agent Simulation Model for Electric Power Sharing Among Households,Multi-Agent-Based Simulation XXI,,,,10.1007/978-3-030-66888-4_4,Yasutaka NishimuraTaichi ShimuraKiyoshi IzumiKiyohito Yoshihara,2021,https://link.springer.com/chapter/10.1007/978-3-030-66888-4_4,Conference paper
Multivariate Time Series Imputation with Bidirectional Temporal Attention-Based Convolutional Network,Neural Computing for Advanced Applications,,,,10.1007/978-981-19-6135-9_37,Yanzhuo LinYu Wang,2022,https://link.springer.com/chapter/10.1007/978-981-19-6135-9_37,Conference paper
Car First or Pedestrian First? Motion Prediction and Planning in Human-Robot Interactions,Computing and Data Science,,,,10.1007/978-981-16-8885-0_10,Xu Lian,2021,https://link.springer.com/chapter/10.1007/978-981-16-8885-0_10,Conference paper
Embedding Human Behavior Using Multidimensional Economic Agents,Modelling and Development of Intelligent Systems,,,,10.1007/978-3-030-68527-0_1,Florentin BotaDana Simian,2021,https://link.springer.com/chapter/10.1007/978-3-030-68527-0_1,Conference paper
Interpretable Option Discovery Using Deep Q-Learning and Variational Autoencoders,Intelligent Technologies and Applications,,,,10.1007/978-3-030-71711-7_11,Per-Arne AndersenMorten GoodwinOle-Christoffer Granmo,2021,https://link.springer.com/chapter/10.1007/978-3-030-71711-7_11,Conference paper
Transferrable Feature and Projection Learning with Class Hierarchy for Zero-Shot Learning,International Journal of Computer Vision,,,,10.1007/s11263-020-01342-x,Aoxue LiZhiwu LuJiechao GuanTao XiangLiwei WangJi-Rong Wen,2020,https://link.springer.com/article/10.1007/s11263-020-01342-x,Article
Multi-Objective Memetic Algorithms with Tree-Based Genetic Programming and Local Search for Symbolic Regression,Neural Processing Letters,,,,10.1007/s11063-021-10497-8,Jiayu LiangYu Xue,2021,https://link.springer.com/article/10.1007/s11063-021-10497-8,Article
Intelligent Local Energy Communities: A Multiagent System Approach,Agents and Artificial Intelligence,,,,10.1007/978-3-030-71158-0_2,Roman DenysiukFabio LilliuMeritxell VinyalsDiego Reforgiato Recupero,2021,https://link.springer.com/chapter/10.1007/978-3-030-71158-0_2,Conference paper
Multi-agent Simulation for&#xa0;AI Behaviour Discovery in&#xa0;Operations Research,Multi-Agent-Based Simulation XXII,,,,10.1007/978-3-030-94548-0_6,Michael PapasimeonLyndon Benke,2022,https://link.springer.com/chapter/10.1007/978-3-030-94548-0_6,Conference paper
Multi-start Tabu Agents-Based Model for&#xa0;the&#xa0;Dual-Resource Constrained Flexible Job Shop Scheduling Problem,Computational Collective Intelligence,,,,10.1007/978-3-031-16014-1_53,Farah FarjallahHoussem Eddine NouriOlfa Belkahla Driss,2022,https://link.springer.com/chapter/10.1007/978-3-031-16014-1_53,Conference paper
Hybrid Boustrophedon and&#xa0;Partition Tree Group Algorithm for&#xa0;Coverage Path Planning Problem with&#xa0;Energy Constraints,Recent Challenges in Intelligent Information and Database Systems,,,,10.1007/978-981-19-8234-7_49,Tran Thi Cam GiangHuynh Thi Thanh Binh,2022,https://link.springer.com/chapter/10.1007/978-981-19-8234-7_49,Conference paper
SEIHAI: A Sample-Efficient Hierarchical AI for&#xa0;the&#xa0;MineRL Competition,Distributed Artificial Intelligence,,,,10.1007/978-3-030-94662-3_3,Hangyu MaoChao WangXiaotian HaoYihuan MaoYiming LuChengjie WuJianye HaoDong LiPingzhong Tang,2022,https://link.springer.com/chapter/10.1007/978-3-030-94662-3_3,Conference paper
Hierarchically Structured Scheduling and&#xa0;Execution of&#xa0;Tasks in&#xa0;a&#xa0;Multi-agent Environment,Progress in Artificial Intelligence,,,,10.1007/978-3-031-16474-3_2,Diogo CarvalhoBiswa Sengupta,2022,https://link.springer.com/chapter/10.1007/978-3-031-16474-3_2,Conference paper
Manifold-Driven and&#xa0;Feature Replay Lifelong Representation Learning on&#xa0;Person ReID,Pattern Recognition and Computer Vision,,,,10.1007/978-3-031-18910-4_35,Tianjun HuangJianguo Zhang,2022,https://link.springer.com/chapter/10.1007/978-3-031-18910-4_35,Conference paper
Cherry-Picking Meta-heuristic Algorithms and&#xa0;Parameters for&#xa0;Real Optimization Problems,Progress in Artificial Intelligence,,,,10.1007/978-3-031-16474-3_41,Kevin MartinsRui Mendes,2022,https://link.springer.com/chapter/10.1007/978-3-031-16474-3_41,Conference paper
Efficient and adaptive incentive selection for crowdsourcing contests,Applied Intelligence,,,,10.1007/s10489-022-03593-2,Nhat Van-Quoc TruongLe Cong DinhSebastian SteinLong Tran-ThanhNicholas R. Jennings,2022,https://link.springer.com/article/10.1007/s10489-022-03593-2,Article
Semantic Services Catalog for Multiagent Systems Society,"Advances in Practical Applications of Agents, Multi-Agent Systems, and Social Good. The PAAMS Collection",,,,10.1007/978-3-030-85739-4_19,Gabriel SantosAlda CanitoRui CarvalhoTiago PintoZita ValeGoreti MarreirosJuan M. Corchado,2021,https://link.springer.com/chapter/10.1007/978-3-030-85739-4_19,Conference paper
Mixed Reality Agents for&#xa0;Automated Mentoring Processes,Extended Reality,,,,10.1007/978-3-031-15553-6_1,Benedikt HensenDanylo BekhterDascha BlehmSebastian MeinbergerRalf Klamma,2022,https://link.springer.com/chapter/10.1007/978-3-031-15553-6_1,Conference paper
Collective Decision-Making for&#xa0;Conflict Resolution in&#xa0;Multi-Agent Pathfinding,Swarm Intelligence,,,,10.1007/978-3-031-20176-9_7,Sebastian MaiSanaz Mostaghim,2022,https://link.springer.com/chapter/10.1007/978-3-031-20176-9_7,Conference paper
"Could a robot flirt? 4E cognition, reactive attitudes, and robot autonomy",AI & SOCIETY,,,,10.1007/s00146-020-01116-6,Charles Lassiter,2021,https://link.springer.com/article/10.1007/s00146-020-01116-6,Article
Formal modelling and verification of a multi-agent negotiation approach for airline operations control,Journal of Reliable Intelligent Environments,,,,10.1007/s40860-020-00123-0,Soufiane BouarfaReyhan AydoğanAlexei Sharpanskykh,2021,https://link.springer.com/article/10.1007/s40860-020-00123-0,Article
Perspectives about artificial moral agents,AI and Ethics,,,,10.1007/s43681-021-00055-2,Andreia MartinhoAdam PoulsenMaarten KroesenCaspar Chorus,2021,https://link.springer.com/article/10.1007/s43681-021-00055-2,Article
Single-Agent Policies for the Multi-Agent Persistent Surveillance Problem via&#xa0;Artificial Heterogeneity,Multi-Agent Systems and Agreement Technologies,,,,10.1007/978-3-030-66412-1_16,Thomas KentArthur RichardsAngus Johnson,2020,https://link.springer.com/chapter/10.1007/978-3-030-66412-1_16,Conference paper
Chemotaxis-Inspired Control for Multi-Agent Coordination: Formation Control by Two Types of Chemotaxis Controllers,New Generation Computing,,,,10.1007/s00354-020-00093-0,Shinsaku IzumiShun-ichi Azuma,2020,https://link.springer.com/article/10.1007/s00354-020-00093-0,Article
Forged mobile agent identification with Lagrange interpolation and El-Gamal cryptosystem,International Journal of Information Technology,,,,10.1007/s41870-022-00961-6,Pradeep KumarNiraj SinghalSur Singh Rawat,2022,https://link.springer.com/article/10.1007/s41870-022-00961-6,Article
Bribery in&#xa0;Rating Systems: A Game-Theoretic Perspective,Advances in Knowledge Discovery and Data Mining,,,,10.1007/978-3-031-05981-0_6,Xin ZhouShigeo MatsubaraYuan LiuQidong Liu,2022,https://link.springer.com/chapter/10.1007/978-3-031-05981-0_6,Conference paper
Agent- and Skill-Based Process Interoperability for Socio-Technical Production Systems-of-Systems,Advances in Production Management Systems. Towards Smart and Digital Manufacturing,,,,10.1007/978-3-030-57997-5_6,Åsa Fast-BerglundDavid RomeroMagnus ÅkermanBjörn HodigAndreas Pichler,2020,https://link.springer.com/chapter/10.1007/978-3-030-57997-5_6,Conference paper
A Memetic Algorithm Based on Adaptive Simulated Annealing for Community Detection,Intelligence Science IV,,,,10.1007/978-3-031-14903-0_3,Jie YangYifei SunShi ChengKun BianZhuo LiuXin SunYifei Cao,2022,https://link.springer.com/chapter/10.1007/978-3-031-14903-0_3,Conference paper
On Model-Based Performance Analysis of&#xa0;Collective Adaptive Systems,"Leveraging Applications of Formal Methods, Verification and Validation. Adaptation and Learning",,,,10.1007/978-3-031-19759-8_17,Maurizio MurgiaRiccardo PinciroliCatia TrubianiEmilio Tuosto,2022,https://link.springer.com/chapter/10.1007/978-3-031-19759-8_17,Conference paper
BDI for Autonomous Mobile Robot Navigation,Engineering Multi-Agent Systems,,,,10.1007/978-3-030-97457-2_8,Patrick GaviganBabak Esfandiari,2022,https://link.springer.com/chapter/10.1007/978-3-030-97457-2_8,Conference paper
SIMALL Demonstration: Emotional BDI Simulation of a Mall,"Advances in Practical Applications of Agents, Multi-Agent Systems, and Social Good. The PAAMS Collection",,,,10.1007/978-3-030-85739-4_40,Daniel S. Valencia P.Jairo E. SerranoEnrique González,2021,https://link.springer.com/chapter/10.1007/978-3-030-85739-4_40,Conference paper
Evaluating Task-General Resilience Mechanisms in a Multi-robot Team Task,Artificial Intelligence Applications and Innovations,,,,10.1007/978-3-030-79150-6_13,James StaleyMatthias Scheutz,2021,https://link.springer.com/chapter/10.1007/978-3-030-79150-6_13,Conference paper
Classification of diabetic retinopathy using stacked machine learning approach on low resource dataset,Innovations in Systems and Software Engineering,,,,10.1007/s11334-022-00473-3,Diganta SenguptaSubhash MondalAnish De KumarPretha Sur,2022,https://link.springer.com/article/10.1007/s11334-022-00473-3,Article
Tying the knot with a robot: legal and philosophical foundations for human–artificial intelligence matrimony,AI & SOCIETY,,,,10.1007/s00146-020-00973-5,Greg Yanke,2020,https://link.springer.com/article/10.1007/s00146-020-00973-5,Article
Voting with random classifiers (VORACE): theoretical and experimental analysis,Autonomous Agents and Multi-Agent Systems,,,,10.1007/s10458-021-09504-y,Cristina CornelioMichele DoniniAndrea LoreggiaMaria Silvia PiniFrancesca Rossi,2021,https://link.springer.com/article/10.1007/s10458-021-09504-y,Article
On Balancing Fairness and&#xa0;Efficiency of&#xa0;Task Assignment in&#xa0;Agent Societies,"Highlights in Practical Applications of Agents, Multi-Agent Systems, and Complex Systems Simulation. The PAAMS Collection",,,,10.1007/978-3-031-18697-4_8,Kendal CousyMarin LujakAlessio SalvatoreAlberto FernándezStefano Giordani,2022,https://link.springer.com/chapter/10.1007/978-3-031-18697-4_8,Conference paper
IOT Water Meter Reading System Based on Multi-agent and Ah Hoc,Mobile Multimedia Communications,,,,10.1007/978-3-031-23902-1_2,Yonghua WuRuijuan Zuo,2022,https://link.springer.com/chapter/10.1007/978-3-031-23902-1_2,Conference paper
Entropy-Based Uncertainty Calibration for Generalized Zero-Shot Learning,Databases Theory and Applications,,,,10.1007/978-3-030-69377-0_12,Zhi ChenZi HuangJingjing LiZheng Zhang,2021,https://link.springer.com/chapter/10.1007/978-3-030-69377-0_12,Conference paper
Consensus-Based Protocol for Distributed Exploration and Mapping,Trends in Artificial Intelligence Theory and Applications. Artificial Intelligence Practices,,,,10.1007/978-3-030-55789-8_46,Zilong JiaoJae Oh,2020,https://link.springer.com/chapter/10.1007/978-3-030-55789-8_46,Conference paper
Understanding Agency in Human-Computer Interaction Design,"Human-Computer Interaction. Theory, Methods and Tools",,,,10.1007/978-3-030-78462-1_10,Romualdo GondomarEnric Mor,2021,https://link.springer.com/chapter/10.1007/978-3-030-78462-1_10,Conference paper
Artificial agents’ explainability to support trust: considerations on timing and context,AI & SOCIETY,,,,10.1007/s00146-022-01462-7,Guglielmo PapagniJesse de PagterSetareh ZafariMichael FilzmoserSabine T. Koeszegi,2022,https://link.springer.com/article/10.1007/s00146-022-01462-7,Article
The internal morality of markets and artificial intelligence,AI and Ethics,,,,10.1007/s43681-022-00151-x,Åsbjørn Melkevik,2022,https://link.springer.com/article/10.1007/s43681-022-00151-x,Article
An innovative quadratic interpolation salp swarm-based local escape operator for large-scale global optimization problems and feature selection,Neural Computing and Applications,,,,10.1007/s00521-022-07391-2,Mohammed QaraadSouad AmjadNazar K. HusseinMostafa A. Elhosseini,2022,https://link.springer.com/article/10.1007/s00521-022-07391-2,Article
A Bayesian optimal social law synthesizing mechanism for strategical agents,Autonomous Agents and Multi-Agent Systems,,,,10.1007/s10458-022-09576-4,Jun WuJie CaoHongliang SunChongjun Wang,2022,https://link.springer.com/article/10.1007/s10458-022-09576-4,Article
Classification and pattern extraction of incidents: a deep learning-based approach,Neural Computing and Applications,,,,10.1007/s00521-021-06780-3,Sobhan SarkarSammangi VinayChawki DjeddiJ. Maiti,2022,https://link.springer.com/article/10.1007/s00521-021-06780-3,Article
"Games with Full, Longitudinal, and Transverse Observability",Reachability Problems,,,,10.1007/978-3-030-61739-4_2,Orna Kupferman,2020,https://link.springer.com/chapter/10.1007/978-3-030-61739-4_2,Conference paper
Multi-agent active information gathering in discrete and continuous-state decentralized POMDPs by policy graph improvement,Autonomous Agents and Multi-Agent Systems,,,,10.1007/s10458-020-09467-6,Mikko LauriJoni PajarinenJan Peters,2020,https://link.springer.com/article/10.1007/s10458-020-09467-6,Article
Learning Where to Park,Active Inference,,,,10.1007/978-3-030-64919-7_14,Burak ErgulThijs van de LaarMagnus KoudahlMartin Roa-VillescasBert de Vries,2020,https://link.springer.com/chapter/10.1007/978-3-030-64919-7_14,Conference paper
Weighted Average Consensus in Directed Networks of Multi-agents with Time-Varying Delay,Neural Computing for Advanced Applications,,,,10.1007/978-981-16-5188-5_6,Xiang LiJing Zhu,2021,https://link.springer.com/chapter/10.1007/978-981-16-5188-5_6,Conference paper
"A new control problem? Humanoid robots, artificial intelligence, and the value of control",AI and Ethics,,,,10.1007/s43681-022-00231-y,Sven Nyholm,2022,https://link.springer.com/article/10.1007/s43681-022-00231-y,Article
Wildfire detection in large-scale environments using force-based control for swarms of UAVs,Swarm Intelligence,,,,10.1007/s11721-022-00218-9,Georgios TzoumasLenka PitonakovaLucio SalinasCharles ScalesThomas RichardsonSabine Hauert,2022,https://link.springer.com/article/10.1007/s11721-022-00218-9,Article
Explaining deep reinforcement learning decisions in complex multiagent settings: towards enabling automation in air traffic flow management,Applied Intelligence,,,,10.1007/s10489-022-03605-1,Theocharis KravarisKonstantinos LentzosGeorgios SantipantakisGeorge A. VourosGennady AndrienkoNatalia AndrienkoIan CrookJose Manuel Cordero GarciaEnrique Iglesias Martinez,2022,https://link.springer.com/article/10.1007/s10489-022-03605-1,Article
Transfer learning based robust automatic detection system for diabetic retinopathy grading,Neural Computing and Applications,,,,10.1007/s00521-021-06042-2,Charu BhardwajShruti JainMeenakshi Sood,2021,https://link.springer.com/article/10.1007/s00521-021-06042-2,Article
Norm Conflict Identification Using a Convolutional Neural Network,"Coordination, Organizations, Institutions, Norms, and Ethics for Governance of Multi-Agent Systems XIII",,,,10.1007/978-3-030-72376-7_1,João Paulo AiresFelipe Meneguzzi,2021,https://link.springer.com/chapter/10.1007/978-3-030-72376-7_1,Conference paper
Law Is Order: Protecting Multimedia Network Transmission by Game Theory and Mechanism Design,MultiMedia Modeling,,,,10.1007/978-3-030-37734-2_53,Chuanbin LiuYouliang TianHongtao Xie,2020,https://link.springer.com/chapter/10.1007/978-3-030-37734-2_53,Conference paper
Hierarchical multiagent reinforcement learning schemes for air traffic management,Neural Computing and Applications,,,,10.1007/s00521-021-05748-7,Christos SpatharisAlevizos BastasTheocharis KravarisKonstantinos BlekasGeorge A. VourosJose Manuel Cordero,2021,https://link.springer.com/article/10.1007/s00521-021-05748-7,Article
Machine learning-based consensus decision-making support for crowd-scale deliberation,Applied Intelligence,,,,10.1007/s10489-020-02118-z,Chunsheng YangWen GuTakayuki ItoXiaohua Yang,2021,https://link.springer.com/article/10.1007/s10489-020-02118-z,Article
The PANDA Framework for Hierarchical Planning,KI - Künstliche Intelligenz,,,,10.1007/s13218-020-00699-y,Daniel HöllerGregor BehnkePascal BercherSusanne Biundo,2021,https://link.springer.com/article/10.1007/s13218-020-00699-y,Article
Autonomous Hybridization of Agent-Based Computing,Computational Collective Intelligence,,,,10.1007/978-3-030-63007-2_11,Mateusz GodzikMichał IdzikKamil PietakAleksander ByrskiMarek Kisiel-Dorohinicki,2020,https://link.springer.com/chapter/10.1007/978-3-030-63007-2_11,Conference paper
AI’s fairness problem: understanding wrongful discrimination in the context of automated decision-making,AI and Ethics,,,,10.1007/s43681-022-00233-w,Hugo Cossette-LefebvreJocelyn Maclure,2022,https://link.springer.com/article/10.1007/s43681-022-00233-w,Article
Service Function Chain Placement in Cloud Data Center Networks: A Cooperative Multi-agent Reinforcement Learning Approach,Game Theory for Networks,,,,10.1007/978-3-031-23141-4_22,Lynn GaoYutian ChenBin Tang,2022,https://link.springer.com/chapter/10.1007/978-3-031-23141-4_22,Conference paper
